辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形)
現代語,I,我慢,我慢,ガマン,名詞-普通名詞-サ変可能,,,ガマン,ガマン,漢,我慢,ガマン
現代語,I,なら,成る,ナル,動詞-非自立可能,五段-ラ行,未然形-一般,ナラ,ナラ,和,なる,ナル
現代語,I,ない,ない,ナイ,助動詞,助動詞-ナイ,終止形-一般,ナイ,ナイ,和,ない,ナイ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,生かし,生かす,イカス,動詞-一般,五段-サ行,連用形-一般,イカシ,イカシ,和,生かす,イカス
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,置け,置く,オク,動詞-非自立可能,下一段-カ行,未然形-一般,オケ,オケ,和,置ける,オケル
現代語,I,ねえ,ない,ナイ,助動詞,助動詞-ナイ,終止形-一般,ネー,ネエ,和,ない,ナイ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,B,　,　,,空白,,,,,記号,　,
現代語,I,はい,はい,ハイ,感動詞-一般,,,ハイ,ハイ,和,はい,ハイ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,はい,はい,ハイ,感動詞-一般,,,ハイ,ハイ,和,はい,ハイ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,落ちつい,落ち着く,オチツク,動詞-一般,五段-カ行,連用形-イ音便,オチツイ,オチツイ,和,落ちつく,オチツク
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,申し上げ,申し上げる,モウシアゲル,動詞-一般,下一段-ガ行,連用形-一般,モーシアゲ,モウシアゲ,和,申し上げる,モウシアゲル
現代語,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,あの,彼の,アノ,連体詞,,,アノ,アノ,和,あの,アノ
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,生かし,生かす,イカス,動詞-一般,五段-サ行,連用形-一般,イカシ,イカシ,和,生かす,イカス
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,置い,置く,オク,動詞-非自立可能,五段-カ行,連用形-イ音便,オイ,オイ,和,置く,オク
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,なり,成る,ナル,動詞-非自立可能,五段-ラ行,連用形-一般,ナリ,ナリ,和,なる,ナル
現代語,I,ませ,ます,マス,助動詞,助動詞-マス,未然形-一般,マセ,マセ,和,ます,マス
現代語,I,ん,ず,ズ,助動詞,助動詞-ヌ,終止形-撥音便,ン,ン,和,ぬ,ヌ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,世の中,世の中,ヨノナカ,名詞-普通名詞-一般,,,ヨノナカ,ヨノナカ,和,世の中,ヨノナカ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,仇,仇,アダ,名詞-普通名詞-一般,,,アダ,アダ,和,仇,アダ
現代語,I,か,か,カ,助詞-副助詞,,,カ,カ,和,か,カ
現代語,I,たき,滝,タキ,名詞-普通名詞-一般,,,タキ,タキ,和,たき,タキ
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,はい,はい,ハイ,感動詞-一般,,,ハイ,ハイ,和,はい,ハイ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,何,何,ナニ,代名詞,,,ナン,ナン,和,何,ナン
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,か,彼,カ,代名詞,,,カ,カ,和,か,カ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,すっかり,すっかり,スッカリ,副詞,,,スッカリ,スッカリ,和,すっかり,スッカリ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,全部,全部,ゼンブ,名詞-普通名詞-副詞可能,,,ゼンブ,ゼンブ,漢,全部,ゼンブ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,申し上げ,申し上げる,モウシアゲル,動詞-一般,下一段-ガ行,連用形-一般,モーシアゲ,モウシアゲ,和,申し上げる,モウシアゲル
現代語,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,あの,彼の,アノ,連体詞,,,アノ,アノ,和,あの,アノ
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,居所,居所,イドコロ,名詞-普通名詞-一般,,,イドコロ,イドコロ,和,居所,イドコロ
現代語,I,いどころ,居所,イドコロ,名詞-普通名詞-一般,,,イドコロ,イドコロ,和,いどころ,イドコロ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,知っ,知る,シル,動詞-一般,五段-ラ行,連用形-促音便,シッ,シッ,和,知る,シル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,い,居る,イル,動詞-非自立可能,上一段-ア行,連用形-一般,イ,イ,和,いる,イル
現代語,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,すぐ,直ぐ,スグ,副詞,,,スグ,スグ,和,すぐ,スグ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,御,御,ゴ,接頭辞,,,ゴ,ゴ,漢,御,ゴ
現代語,I,案内,案内,アンナイ,名詞-普通名詞-サ変可能,,,アンナイ,アンナイ,漢,案内,アンナイ
現代語,I,申し,申す,モウス,動詞-非自立可能,五段-サ行,連用形-一般,モーシ,モウシ,和,申す,モウス
現代語,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,ずたずた,ずたずた,ズタズタ,形状詞-一般,,,ズタズタ,ズタズタ,和,ずたずた,ズタズタ
現代語,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ
現代語,I,切りさいなん,切り苛む,キリサイナム,動詞-一般,五段-マ行,連用形-撥音便,キリサイナン,キリサイナン,和,切りさいなむ,キリサイナム
現代語,I,で,て,テ,助詞-接続助詞,,,デ,デ,和,で,デ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,殺し,殺す,コロス,動詞-一般,五段-サ行,連用形-一般,コロシ,コロシ,和,殺す,コロス
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,下さい,下さる,クダサル,動詞-非自立可能,五段-ラ行,命令形,クダサイ,クダサイ,和,下さる,クダサル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,あの,彼の,アノ,連体詞,,,アノ,アノ,和,あの,アノ
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,師,師,シ,名詞-普通名詞-一般,,,シ,シ,漢,師,シ
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,主,主,ヌシ,名詞-普通名詞-一般,,,ヌシ,ヌシ,和,主,ヌシ
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,けれど,けれど,ケレド,接続詞,,,ケレド,ケレド,和,けれど,ケレド
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,同じ,同じ,オナジ,連体詞,,,オナジ,オナジ,和,同じ,オナジ
現代語,I,年,年,トシ,名詞-普通名詞-副詞可能,,,トシ,トシ,和,年,トシ
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,三十,三十,サンジュウ,名詞-数詞,,,サンジュー,サンジュウ,漢,三十,サンジュウ
現代語,I,四,四,ヨン,名詞-数詞,,,ヨン,ヨン,和,四,ヨン
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,あり,有る,アル,動詞-非自立可能,五段-ラ行,連用形-一般,アリ,アリ,和,ある,アル
現代語,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,あの,彼の,アノ,連体詞,,,アノ,アノ,和,あの,アノ
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,より,より,ヨリ,助詞-格助詞,,,ヨリ,ヨリ,和,より,ヨリ
現代語,I,たった,唯,タダ,副詞,,,タッタ,タッタ,和,たった,タッタ
現代語,I,二,二,ニ,名詞-数詞,,,ニ,ニ,漢,二,ニ
現代語,I,月,月,ガツ,名詞-普通名詞-助数詞可能,,,ガツ,ガツ,漢,月,ガツ
現代語,I,ふた,蓋,フタ,名詞-普通名詞-一般,,,フタ,フタ,和,ふた,フタ
現代語,I,つき,付き,ツキ,接尾辞-名詞的-一般,,,ツキ,ツキ,和,つき,ツキ
現代語,I,おそく,遅い,オソイ,形容詞-一般,形容詞,連用形-一般,オソク,オソク,和,おそい,オソイ
現代語,I,生れ,生まれる,ウマレル,動詞-一般,下一段-ラ行,連用形-一般,ウマレ,ウマレ,和,生れる,ウマレル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,だけ,だけ,ダケ,助詞-副助詞,,,ダケ,ダケ,和,だけ,ダケ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,たいした,大した,タイシタ,連体詞,,,タイシタ,タイシタ,混,たいした,タイシタ
現代語,I,違い,違い,チガイ,名詞-普通名詞-一般,,,チガイ,チガイ,和,違い,チガイ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,無い,無い,ナイ,形容詞-非自立可能,形容詞,連体形-一般,ナイ,ナイ,和,無い,ナイ
現代語,I,筈,筈,ハズ,名詞-普通名詞-一般,,,ハズ,ハズ,和,筈,ハズ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,間,間,アイダ,名詞-普通名詞-副詞可能,,,アイダ,アイダ,和,間,アイダ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,そんな,そんな,ソンナ,形状詞-一般,,,ソンナ,ソンナ,和,そんな,ソンナ
現代語,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ
現代語,I,ひどい,酷い,ヒドイ,形容詞-一般,形容詞,連体形-一般,ヒドイ,ヒドイ,和,ひどい,ヒドイ
現代語,I,差別,差別,サベツ,名詞-普通名詞-サ変可能,,,サベツ,サベツ,漢,差別,サベツ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,無い,無い,ナイ,形容詞-非自立可能,形容詞,連体形-一般,ナイ,ナイ,和,無い,ナイ
現代語,I,筈,筈,ハズ,名詞-普通名詞-一般,,,ハズ,ハズ,和,筈,ハズ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,それ,其れ,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,きょう,今日,キョウ,名詞-普通名詞-副詞可能,,,キョー,キョウ,和,きょう,キョウ
現代語,I,迄,まで,マデ,助詞-副助詞,,,マデ,マデ,和,迄,マデ
現代語,I,まで,まで,マデ,助詞-副助詞,,,マデ,マデ,和,まで,マデ
現代語,I,あの,あの,アノ,感動詞-フィラー,,,アノ,アノ,和,あの,アノ
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,どれ,何れ,ドレ,代名詞,,,ドレ,ドレ,和,どれ,ドレ
現代語,I,ほど,ほど,ホド,助詞-副助詞,,,ホド,ホド,和,ほど,ホド
現代語,I,意地,意地,イジ,名詞-普通名詞-一般,,,イジ,イジ,漢,意地,イジ
現代語,I,悪く,悪い,ワルイ,形容詞-一般,形容詞,連用形-一般,ワルク,ワルク,和,悪い,ワルイ
現代語,I,こき使わ,扱き使う,コキツカウ,動詞-一般,五段-ワア行,未然形-一般,コキツカワ,コキツカワ,和,こき使う,コキツカウ
現代語,I,れ,れる,レル,助動詞,助動詞-レル,連用形-一般,レ,レ,和,れる,レル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,来,来る,クル,動詞-非自立可能,カ行変格,連用形-一般,キ,キ,和,来る,クル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト
現代語,I,か,か,カ,助詞-終助詞,,,カ,カ,和,か,カ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,どんな,どんな,ドンナ,形状詞-一般,,,ドンナ,ドンナ,和,どんな,ドンナ
現代語,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ
現代語,I,嘲弄,嘲弄,チョウロウ,名詞-普通名詞-サ変可能,,,チョーロー,チョウロウ,漢,嘲弄,チョウロウ
現代語,I,ちょう,超,チョウ,接頭辞,,,チョー,チョウ,漢,ちょう,チョウ
現代語,I,ろう,聾,ロウ,名詞-普通名詞-一般,,,ロー,ロウ,漢,ろう,ロウ
現代語,I,さ,為る,スル,動詞-非自立可能,サ行変格,未然形-サ,サ,サ,和,する,スル
現代語,I,れ,れる,レル,助動詞,助動詞-レル,連用形-一般,レ,レ,和,れる,レル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,来,来る,クル,動詞-非自立可能,カ行変格,連用形-一般,キ,キ,和,来る,クル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト
現代語,I,か,か,カ,助詞-終助詞,,,カ,カ,和,か,カ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,ああ,ああ,アア,感動詞-一般,,,アー,アア,和,ああ,アア
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,もう,もう,モウ,副詞,,,モー,モウ,和,もう,モウ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,いや,嫌,イヤ,形状詞-一般,,,イヤ,イヤ,和,いや,イヤ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,堪え,耐える,タエル,動詞-一般,下一段-ア行,未然形-一般,タエ,タエ,和,堪える,タエル
現代語,I,られる,られる,ラレル,助動詞,助動詞-レル,連体形-一般,ラレル,ラレル,和,られる,ラレル
現代語,I,ところ,所,トコロ,名詞-普通名詞-副詞可能,,,トコロ,トコロ,和,ところ,トコロ
現代語,I,迄,まで,マデ,助詞-副助詞,,,マデ,マデ,和,迄,マデ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,堪え,堪える,コラエル,動詞-一般,下一段-ア行,連用形-一般,コラエ,コラエ,和,堪える,コラエル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,来,来る,クル,動詞-非自立可能,カ行変格,連用形-一般,キ,キ,和,来る,クル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,怒る,怒る,オコル,動詞-一般,五段-ラ行,連体形-一般,オコル,オコル,和,怒る,オコル
現代語,I,時,時,トキ,名詞-普通名詞-副詞可能,,,トキ,トキ,和,時,トキ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,怒ら,怒る,オコル,動詞-一般,五段-ラ行,未然形-一般,オコラ,オコラ,和,怒る,オコル
現代語,I,なけれ,ない,ナイ,助動詞,助動詞-ナイ,仮定形-一般,ナケレ,ナケレ,和,ない,ナイ
現代語,I,ば,ば,バ,助詞-接続助詞,,,バ,バ,和,ば,バ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,人間,人間,ニンゲン,名詞-普通名詞-一般,,,ニンゲン,ニンゲン,漢,人間,ニンゲン
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,甲斐,甲斐,カイ,名詞-普通名詞-一般,,,カイ,カイ,和,甲斐,カイ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,あり,有る,アル,動詞-非自立可能,五段-ラ行,連用形-一般,アリ,アリ,和,ある,アル
現代語,I,ませ,ます,マス,助動詞,助動詞-マス,未然形-一般,マセ,マセ,和,ます,マス
現代語,I,ん,ず,ズ,助動詞,助動詞-ヌ,終止形-撥音便,ン,ン,和,ぬ,ヌ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,今,今,イマ,名詞-普通名詞-副詞可能,,,イマ,イマ,和,今,イマ
現代語,I,まで,まで,マデ,助詞-副助詞,,,マデ,マデ,和,まで,マデ
現代語,I,あの,あの,アノ,感動詞-フィラー,,,アノ,アノ,和,あの,アノ
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,どんな,どんな,ドンナ,形状詞-一般,,,ドンナ,ドンナ,和,どんな,ドンナ
現代語,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ
現代語,I,こっそり,こっそり,コッソリ,副詞,,,コッソリ,コッソリ,和,こっそり,コッソリ
現代語,I,庇,庇,ヒサシ,名詞-普通名詞-一般,,,ヒサシ,ヒサシ,和,庇,ヒサシ
現代語,I,かばっ,庇う,カバウ,動詞-一般,五段-ワア行,連用形-促音便,カバッ,カバッ,和,かばう,カバウ
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,あげ,上げる,アゲル,動詞-非自立可能,下一段-ガ行,連用形-一般,アゲ,アゲ,和,あげる,アゲル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,か,か,カ,助詞-終助詞,,,カ,カ,和,か,カ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,誰,誰,ダレ,代名詞,,,ダレ,ダレ,和,誰,ダレ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,ご,御,ゴ,接頭辞,,,ゴ,ゴ,漢,ご,ゴ
現代語,I,存じ,存ずる,ゾンズル,動詞-一般,サ行変格,連用形-一般,ゾンジ,ゾンジ,混,存ずる,ゾンズル
現代語,I,無い,無い,ナイ,形容詞-非自立可能,形容詞,連体形-一般,ナイ,ナイ,和,無い,ナイ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,あの,彼の,アノ,連体詞,,,アノ,アノ,和,あの,アノ
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,ご,御,ゴ,接頭辞,,,ゴ,ゴ,漢,ご,ゴ
現代語,I,自身,自身,ジシン,名詞-普通名詞-副詞可能,,,ジシン,ジシン,漢,自身,ジシン
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,って,って,ッテ,助詞-副助詞,,,ッテ,ッテ,和,って,ッテ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,それ,其れ,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,気,気,キ,名詞-普通名詞-一般,,,キ,キ,漢,気,キ
