辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形)
現代語,I,なけれ,ない,ナイ,助動詞,助動詞-ナイ,仮定形-一般,ナケレ,ナケレ,和,ない,ナイ
現代語,I,ば,ば,バ,助詞-接続助詞,,,バ,バ,和,ば,バ
現代語,I,なら,成る,ナル,動詞-非自立可能,五段-ラ行,未然形-一般,ナラ,ナラ,和,なる,ナル
現代語,I,ぬ,ず,ズ,助動詞,助動詞-ヌ,終止形-一般,ヌ,ヌ,和,ぬ,ヌ
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,決意,決意,ケツイ,名詞-普通名詞-サ変可能,,,ケツイ,ケツイ,漢,決意,ケツイ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,メロス,メロス-melos,メロス,名詞-普通名詞-一般,,,メロス,メロス,外,メロス,メロス
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,政治,政治,セイジ,名詞-普通名詞-一般,,,セージ,セイジ,漢,政治,セイジ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,わから,分かる,ワカル,動詞-一般,五段-ラ行,未然形-一般,ワカラ,ワカラ,和,わかる,ワカル
現代語,I,ぬ,ず,ズ,助動詞,助動詞-ヌ,終止形-一般,ヌ,ヌ,和,ぬ,ヌ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,メロス,メロス-melos,メロス,名詞-普通名詞-一般,,,メロス,メロス,外,メロス,メロス
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,村,村,ムラ,名詞-普通名詞-一般,,,ムラ,ムラ,和,村,ムラ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,牧人,牧人,ボクジン,名詞-普通名詞-一般,,,ボクジン,ボクジン,漢,牧人,ボクジン
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,笛,笛,フエ,名詞-普通名詞-一般,,,フエ,フエ,和,笛,フエ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,吹き,吹く,フク,動詞-一般,五段-カ行,連用形-一般,フキ,フキ,和,吹く,フク
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,羊,羊,ヒツジ,名詞-普通名詞-一般,,,ヒツジ,ヒツジ,和,羊,ヒツジ
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,遊ん,遊ぶ,アソブ,動詞-一般,五段-バ行,連用形-撥音便,アソン,アソン,和,遊ぶ,アソブ
現代語,I,で,て,テ,助詞-接続助詞,,,デ,デ,和,で,デ
現代語,I,暮し,暮らす,クラス,動詞-一般,五段-サ行,連用形-一般,クラシ,クラシ,和,暮す,クラス
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,来,来る,クル,動詞-非自立可能,カ行変格,連用形-一般,キ,キ,和,来る,クル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,けれど,けれど,ケレド,接続詞,,,ケレド,ケレド,和,けれど,ケレド
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,邪悪,邪悪,ジャアク,名詞-普通名詞-形状詞可能,,,ジャアク,ジャアク,漢,邪悪,ジャアク
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,対し,対する,タイスル,動詞-一般,サ行変格,連用形-一般,タイシ,タイシ,混,対する,タイスル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,一,一,イチ,名詞-数詞,,,イチ,イチ,漢,一,イチ
現代語,I,倍,倍,バイ,名詞-普通名詞-助数詞可能,,,バイ,バイ,漢,倍,バイ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,敏感,敏感,ビンカン,名詞-普通名詞-形状詞可能,,,ビンカン,ビンカン,漢,敏感,ビンカン
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,あっ,有る,アル,動詞-非自立可能,五段-ラ行,連用形-促音便,アッ,アッ,和,ある,アル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,きょう,今日,キョウ,名詞-普通名詞-副詞可能,,,キョー,キョウ,和,きょう,キョウ
現代語,I,未明,未明,ミメイ,名詞-普通名詞-副詞可能,,,ミメー,ミメイ,漢,未明,ミメイ
現代語,I,メロス,メロス-melos,メロス,名詞-普通名詞-一般,,,メロス,メロス,外,メロス,メロス
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,村,村,ムラ,名詞-普通名詞-一般,,,ムラ,ムラ,和,村,ムラ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,出発,出発,シュッパツ,名詞-普通名詞-サ変可能,,,シュッパツ,シュッパツ,漢,出発,シュッパツ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,野,野,ノ,名詞-普通名詞-一般,,,ノ,ノ,和,野,ノ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,越え,越える,コエル,動詞-一般,下一段-ア行,連用形-一般,コエ,コエ,和,越える,コエル
現代語,I,山越え,山越え,ヤマゴエ,名詞-普通名詞-一般,,,ヤマゴエ,ヤマゴエ,和,山越え,ヤマゴエ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,十,十,ジュウ,名詞-数詞,,,ジュー,ジュウ,漢,十,ジュウ
現代語,I,里,里,リ,名詞-普通名詞-助数詞可能,,,リ,リ,漢,里,リ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,なれ,成る,ナル,動詞-非自立可能,下一段-ラ行,連用形-一般,ナレ,ナレ,和,なれる,ナレル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,此,此の,コノ,連体詞,,,コノ,コノ,和,此,コノ
現代語,I,この,此の,コノ,連体詞,,,コノ,コノ,和,この,コノ
現代語,I,シラクス,シラクス,シラクス,名詞-固有名詞-地名-一般,,,シラクス,シラクス,固,シラクス,シラクス
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,市,市,シ,名詞-普通名詞-一般,,,シ,シ,漢,市,シ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,やっ,遣る,ヤル,動詞-非自立可能,五段-ラ行,連用形-促音便,ヤッ,ヤッ,和,やる,ヤル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,来,来る,クル,動詞-非自立可能,カ行変格,連用形-一般,キ,キ,和,来る,クル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,メロス,メロス-melos,メロス,名詞-普通名詞-一般,,,メロス,メロス,外,メロス,メロス
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,父,父,チチ,名詞-普通名詞-一般,,,チチ,チチ,和,父,チチ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,母,母,ハハ,名詞-普通名詞-一般,,,ハハ,ハハ,和,母,ハハ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,無い,無い,ナイ,形容詞-非自立可能,形容詞,終止形-一般,ナイ,ナイ,和,無い,ナイ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,女房,女房,ニョウボウ,名詞-普通名詞-一般,,,ニョーボー,ニョウボウ,漢,女房,ニョウボウ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,無い,無い,ナイ,形容詞-非自立可能,形容詞,終止形-一般,ナイ,ナイ,和,無い,ナイ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,十,十,ジュウ,名詞-数詞,,,ジュー,ジュウ,漢,十,ジュウ
現代語,I,六,六,ロク,名詞-数詞,,,ロク,ロク,漢,六,ロク
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,内気,内気,ウチキ,名詞-普通名詞-形状詞可能,,,ウチキ,ウチキ,混,内気,ウチキ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,妹,妹,イモウト,名詞-普通名詞-一般,,,イモート,イモウト,和,妹,イモウト
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,二人暮し,二人暮らし,フタリグラシ,名詞-普通名詞-一般,,,フタリグラシ,フタリグラシ,和,二人暮し,フタリグラシ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,この,此の,コノ,連体詞,,,コノ,コノ,和,この,コノ
現代語,I,妹,妹,イモウト,名詞-普通名詞-一般,,,イモート,イモウト,和,妹,イモウト
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,村,村,ムラ,名詞-普通名詞-一般,,,ムラ,ムラ,和,村,ムラ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,或る,或る,アル,連体詞,,,アル,アル,和,或る,アル
現代語,I,律気,律儀,リチギ,名詞-普通名詞-形状詞可能,,,リチギ,リチギ,漢,律気,リチギ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,一,一,イチ,名詞-数詞,,,イチ,イチ,漢,一,イチ
現代語,I,牧人,牧人,ボクジン,名詞-普通名詞-一般,,,ボクジン,ボクジン,漢,牧人,ボクジン
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,近々,近々,キンキン,副詞,,,キンキン,キンキン,漢,近々,キンキン
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,花婿,花婿,ハナムコ,名詞-普通名詞-一般,,,ハナムコ,ハナムコ,和,花婿,ハナムコ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,むこ,婿,ムコ,名詞-普通名詞-一般,,,ムコ,ムコ,和,むこ,ムコ
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,迎える,迎える,ムカエル,動詞-一般,下一段-ア行,連体形-一般,ムカエル,ムカエル,和,迎える,ムカエル
現代語,I,事,事,コト,名詞-普通名詞-一般,,,コト,コト,和,事,コト
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,なっ,成る,ナル,動詞-非自立可能,五段-ラ行,連用形-促音便,ナッ,ナッ,和,なる,ナル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,い,居る,イル,動詞-非自立可能,上一段-ア行,連用形-一般,イ,イ,和,いる,イル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,結婚,結婚,ケッコン,名詞-普通名詞-サ変可能,,,ケッコン,ケッコン,漢,結婚,ケッコン
現代語,I,式,式,シキ,名詞-普通名詞-一般,,,シキ,シキ,漢,式,シキ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,間近,間近,マヂカ,形状詞-一般,,,マジカ,マヂカ,和,間近,マヂカ
現代語,I,か,か,カ,助詞-副助詞,,,カ,カ,和,か,カ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,メロス,メロス-melos,メロス,名詞-普通名詞-一般,,,メロス,メロス,外,メロス,メロス
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,それ,其れ,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ
現代語,I,ゆえ,故,ユエ,名詞-普通名詞-副詞可能,,,ユエ,ユエ,和,ゆえ,ユエ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,花嫁,花嫁,ハナヨメ,名詞-普通名詞-一般,,,ハナヨメ,ハナヨメ,和,花嫁,ハナヨメ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,衣裳,衣装,イショウ,名詞-普通名詞-一般,,,イショー,イショウ,漢,衣裳,イショウ
現代語,I,やら,やら,ヤラ,助詞-副助詞,,,ヤラ,ヤラ,和,やら,ヤラ
現代語,I,祝宴,祝宴,シュクエン,名詞-普通名詞-一般,,,シュクエン,シュクエン,漢,祝宴,シュクエン
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,御,御,ゴ,接頭辞,,,ゴ,ゴ,漢,御,ゴ
現代語,I,馳走,馳走,チソウ,名詞-普通名詞-サ変可能,,,チソー,チソウ,漢,馳走,チソウ
現代語,I,やら,やら,ヤラ,助詞-副助詞,,,ヤラ,ヤラ,和,やら,ヤラ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,買い,買う,カウ,動詞-一般,五段-ワア行,連用形-一般,カイ,カイ,和,買う,カウ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,はるばる,遥々,ハルバル,副詞,,,ハルバル,ハルバル,和,はるばる,ハルバル
現代語,I,市,市,シ,名詞-普通名詞-一般,,,シ,シ,漢,市,シ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,やっ,遣る,ヤル,動詞-非自立可能,五段-ラ行,連用形-促音便,ヤッ,ヤッ,和,やる,ヤル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,来,来る,クル,動詞-非自立可能,カ行変格,連用形-一般,キ,キ,和,来る,クル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,先ず,先ず,マズ,副詞,,,マズ,マズ,和,先ず,マズ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,品々,品々,シナジナ,名詞-普通名詞-一般,,,シナジナ,シナジナ,和,品々,シナジナ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,買い集め,買い集める,カイアツメル,動詞-一般,下一段-マ行,連用形-一般,カイアツメ,カイアツメ,和,買い集める,カイアツメル
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,それ,其れ,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ
現代語,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ
現代語,I,都,都,ト,名詞-普通名詞-一般,,,ト,ト,漢,都,ト
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,大路,大路,オオジ,名詞-普通名詞-一般,,,オージ,オオジ,和,大路,オオジ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,ぶらぶら,ぶらぶら,ブラブラ,副詞,,,ブラブラ,ブラブラ,和,ぶらぶら,ブラブラ
現代語,I,歩い,歩く,アルク,動詞-一般,五段-カ行,連用形-イ音便,アルイ,アルイ,和,歩く,アルク
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,メロス,メロス-melos,メロス,名詞-普通名詞-一般,,,メロス,メロス,外,メロス,メロス
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,竹馬,竹馬,チクバ,名詞-普通名詞-一般,,,チクバ,チクバ,漢,竹馬,チクバ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,友,友,トモ,名詞-普通名詞-一般,,,トモ,トモ,和,友,トモ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,あっ,有る,アル,動詞-非自立可能,五段-ラ行,連用形-促音便,アッ,アッ,和,ある,アル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,セリヌンティウス,セリヌンティウス-Celenuntius,セリヌンティウス,名詞-固有名詞-人名-一般,,,セリヌンティウス,セリヌンティウス,固,セリヌンティウス,セリヌンティウス
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,今,今,イマ,名詞-普通名詞-副詞可能,,,イマ,イマ,和,今,イマ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,此の,此の,コノ,連体詞,,,コノ,コノ,和,此の,コノ
現代語,I,シラクス,シラクス,シラクス,名詞-固有名詞-地名-一般,,,シラクス,シラクス,固,シラクス,シラクス
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,市,市,シ,名詞-普通名詞-一般,,,シ,シ,漢,市,シ
現代語,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,石工,石工,セッコウ,名詞-普通名詞-一般,,,セッコー,セッコウ,漢,石工,セッコウ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,いる,居る,イル,動詞-非自立可能,上一段-ア行,終止形-一般,イル,イル,和,いる,イル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,友,友,トモ,名詞-普通名詞-一般,,,トモ,トモ,和,友,トモ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,これ,此れ,コレ,代名詞,,,コレ,コレ,和,これ,コレ
現代語,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ
現代語,I,訪ね,訪ねる,タズネル,動詞-一般,下一段-ナ行,連用形-一般,タズネ,タズネ,和,訪ねる,タズネル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,みる,見る,ミル,動詞-非自立可能,上一段-マ行,連体形-一般,ミル,ミル,和,みる,ミル
現代語,I,つもり,積り,ツモリ,名詞-普通名詞-一般,,,ツモリ,ツモリ,和,つもり,ツモリ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,久しく,久しい,ヒサシイ,形容詞-一般,形容詞,連用形-一般,ヒサシク,ヒサシク,和,久しい,ヒサシイ
現代語,I,逢わ,会う,アウ,動詞-一般,五段-ワア行,未然形-一般,アワ,アワ,和,逢う,アウ
現代語,I,なかっ,ない,ナイ,助動詞,助動詞-ナイ,連用形-促音便,ナカッ,ナカッ,和,ない,ナイ
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,から,から,カラ,助詞-接続助詞,,,カラ,カラ,和,から,カラ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,訪ね,訪ねる,タズネル,動詞-一般,下一段-ナ行,連用形-一般,タズネ,タズネ,和,訪ねる,タズネル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,行く,行く,イク,動詞-非自立可能,五段-カ行,連体形-一般,イク,イク,和,行く,イク
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,楽しみ,楽しみ,タノシミ,名詞-普通名詞-一般,,,タノシミ,タノシミ,和,楽しみ,タノシミ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,歩い,歩く,アルク,動詞-一般,五段-カ行,連用形-イ音便,アルイ,アルイ,和,歩く,アルク
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,いる,居る,イル,動詞-非自立可能,上一段-ア行,連体形-一般,イル,イル,和,いる,イル
現代語,I,うち,内,ウチ,名詞-普通名詞-副詞可能,,,ウチ,ウチ,和,うち,ウチ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,メロス,メロス-melos,メロス,名詞-普通名詞-一般,,,メロス,メロス,外,メロス,メロス
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,まち,町,マチ,名詞-普通名詞-一般,,,マチ,マチ,和,まち,マチ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,様子,様子,ヨウス,名詞-普通名詞-一般,,,ヨース,ヨウス,漢,様子,ヨウス
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,怪しく,怪しい,アヤシイ,形容詞-一般,形容詞,連用形-一般,アヤシク,アヤシク,和,怪しい,アヤシイ
現代語,I,思っ,思う,オモウ,動詞-一般,五段-ワア行,連用形-促音便,オモッ,オモッ,和,思う,オモウ
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,ひっそり,ひっそり,ヒッソリ,副詞,,,ヒッソリ,ヒッソリ,和,ひっそり,ヒッソリ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
