辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形)
現代語,I,紋服,紋服,モンプク,名詞-普通名詞-一般,,,モンプク,モンプク,漢,紋服,モンプク
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,初老,初老,ショロウ,名詞-普通名詞-一般,,,ショロー,ショロウ,漢,初老,ショロウ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,大男,大男,オオオトコ,名詞-普通名詞-一般,,,オーオトコ,オオオトコ,和,大男,オオオトコ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,文士,文士,ブンシ,名詞-普通名詞-一般,,,ブンシ,ブンシ,漢,文士,ブンシ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,それ,其れ,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ
現代語,I,より,より,ヨリ,助詞-格助詞,,,ヨリ,ヨリ,和,より,ヨリ
現代語,I,ずっと,ずっと,ズット,副詞,,,ズット,ズット,和,ずっと,ズット
現代語,I,若い,若い,ワカイ,形容詞-一般,形容詞,連体形-一般,ワカイ,ワカイ,和,若い,ワカイ
現代語,I,ロイド,ロイド-Lloyd,ロイド,名詞-固有名詞-人名-一般,,,ロイド,ロイド,固,ロイド,ロイド
現代語,I,眼鏡,眼鏡,メガネ,名詞-普通名詞-一般,,,メガネ,メガネ,和,眼鏡,メガネ
現代語,I,めがね,眼鏡,メガネ,名詞-普通名詞-一般,,,メガネ,メガネ,和,めがね,メガネ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,縞,縞,シマ,名詞-普通名詞-一般,,,シマ,シマ,和,縞,シマ
現代語,I,しま,縞,シマ,名詞-普通名詞-一般,,,シマ,シマ,和,しま,シマ
現代語,I,ズボン,ズボン-jupon,ズボン,名詞-普通名詞-一般,,,ズボン,ズボン,外,ズボン,ズボン
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,好,好,コウ,接頭辞,,,コー,コウ,漢,好,コウ
現代語,I,男子,男子,ダンシ,名詞-普通名詞-一般,,,ダンシ,ダンシ,漢,男子,ダンシ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,編集,編集,ヘンシュウ,名詞-普通名詞-サ変可能,,,ヘンシュー,ヘンシュウ,漢,編集,ヘンシュウ
現代語,I,者,者,シャ,接尾辞-名詞的-一般,,,シャ,シャ,漢,者,シャ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,B,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,あいつ,彼奴,アイツ,代名詞,,,アイツ,アイツ,和,あいつ,アイツ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,文士,文士,ブンシ,名詞-普通名詞-一般,,,ブンシ,ブンシ,漢,文士,ブンシ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,言う,言う,イウ,動詞-一般,五段-ワア行,終止形-一般,イウ,イウ,和,言う,イウ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,女,女,オンナ,名詞-普通名詞-一般,,,オンナ,オンナ,和,女,オンナ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,好き,好き,スキ,形状詞-一般,,,スキ,スキ,和,好き,スキ
現代語,I,だっ,だ,ダ,助動詞,助動詞-ダ,連用形-促音便,ダッ,ダッ,和,だ,ダ
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,らしい,らしい,ラシイ,助動詞,助動詞-ラシイ,終止形-一般,ラシー,ラシイ,和,らしい,ラシイ
現代語,I,な,な,ナ,助詞-終助詞,,,ナ,ナ,和,な,ナ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,お前,御前,オマエ,代名詞,,,オマエ,オマエ,和,お前,オマエ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,そろそろ,そろそろ,ソロソロ,副詞,,,ソロソロ,ソロソロ,和,そろそろ,ソロソロ
現代語,I,年貢,年貢,ネング,名詞-普通名詞-一般,,,ネング,ネング,漢,年貢,ネング
現代語,I,ねんぐ,年貢,ネング,名詞-普通名詞-一般,,,ネング,ネング,漢,ねんぐ,ネング
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,おさめ,収める,オサメル,動詞-一般,下一段-マ行,連用形-一般,オサメ,オサメ,和,おさめる,オサメル
現代語,I,時,時,トキ,名詞-普通名詞-副詞可能,,,トキ,トキ,和,時,トキ
現代語,I,じゃ,だ,ダ,助動詞,助動詞-ダ,連用形-融合,ジャ,ジャ,和,だ,ダ
現代語,I,ねえ,無い,ナイ,形容詞-非自立可能,形容詞,連体形-一般,ネー,ネエ,和,ない,ナイ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,か,か,カ,助詞-終助詞,,,カ,カ,和,か,カ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,やつれ,窶れる,ヤツレル,動詞-一般,下一段-ラ行,連用形-一般,ヤツレ,ヤツレ,和,やつれる,ヤツレル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,ぜ,ぜ,ゼ,助詞-終助詞,,,ゼ,ゼ,和,ぜ,ゼ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,B,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,全部,全部,ゼンブ,名詞-普通名詞-副詞可能,,,ゼンブ,ゼンブ,漢,全部,ゼンブ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,やめる,止める,ヤメル,動詞-一般,下一段-マ行,連体形-一般,ヤメル,ヤメル,和,やめる,ヤメル
現代語,I,つもり,積り,ツモリ,名詞-普通名詞-一般,,,ツモリ,ツモリ,和,つもり,ツモリ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,いる,居る,イル,動詞-非自立可能,上一段-ア行,連体形-一般,イル,イル,和,いる,イル
現代語,I,ん,の,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,B,　,　,,空白,,,,,記号,　,
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,編集,編集,ヘンシュウ,名詞-普通名詞-サ変可能,,,ヘンシュー,ヘンシュウ,漢,編集,ヘンシュウ
現代語,I,者,者,シャ,接尾辞-名詞的-一般,,,シャ,シャ,漢,者,シャ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,顔,顔,カオ,名詞-普通名詞-一般,,,カオ,カオ,和,顔,カオ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,赤く,赤い,アカイ,形容詞-一般,形容詞,連用形-一般,アカク,アカク,和,赤い,アカイ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,答える,答える,コタエル,動詞-一般,下一段-ア行,終止形-一般,コタエル,コタエル,和,答える,コタエル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,B,　,　,,空白,,,,,記号,　,
現代語,I,この,此の,コノ,連体詞,,,コノ,コノ,和,この,コノ
現代語,I,文士,文士,ブンシ,名詞-普通名詞-一般,,,ブンシ,ブンシ,漢,文士,ブンシ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,ひどく,酷い,ヒドイ,形容詞-一般,形容詞,連用形-一般,ヒドク,ヒドク,和,ひどい,ヒドイ
現代語,I,露骨,露骨,ロコツ,形状詞-一般,,,ロコツ,ロコツ,漢,露骨,ロコツ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,下品,下品,ゲヒン,形状詞-一般,,,ゲヒン,ゲヒン,漢,下品,ゲヒン
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,口,口,クチ,名詞-普通名詞-一般,,,クチ,クチ,和,口,クチ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,きく,聞く,キク,動詞-一般,五段-カ行,連体形-一般,キク,キク,和,きく,キク
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,好,好,コウ,接頭辞,,,コー,コウ,漢,好,コウ
現代語,I,男子,男子,ダンシ,名詞-普通名詞-一般,,,ダンシ,ダンシ,漢,男子,ダンシ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,編集,編集,ヘンシュウ,名詞-普通名詞-サ変可能,,,ヘンシュー,ヘンシュウ,漢,編集,ヘンシュウ
現代語,I,者,者,シャ,接尾辞-名詞的-一般,,,シャ,シャ,漢,者,シャ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,かねがね,かねがね,カネガネ,副詞,,,カネガネ,カネガネ,和,かねがね,カネガネ
現代語,I,敬遠,敬遠,ケイエン,名詞-普通名詞-サ変可能,,,ケーエン,ケイエン,漢,敬遠,ケイエン
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,い,居る,イル,動詞-非自立可能,上一段-ア行,連用形-一般,イ,イ,和,いる,イル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,が,が,ガ,助詞-接続助詞,,,ガ,ガ,和,が,ガ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,きょう,今日,キョウ,名詞-普通名詞-副詞可能,,,キョー,キョウ,和,きょう,キョウ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,自身,自身,ジシン,名詞-普通名詞-副詞可能,,,ジシン,ジシン,漢,自身,ジシン
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,傘,傘,カサ,名詞-普通名詞-一般,,,カサ,カサ,和,傘,カサ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,用意,用意,ヨウイ,名詞-普通名詞-サ変可能,,,ヨーイ,ヨウイ,漢,用意,ヨウイ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,無かっ,無い,ナイ,形容詞-非自立可能,形容詞,連用形-促音便,ナカッ,ナカッ,和,無い,ナイ
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,仕方なく,仕方無い,シカタナイ,形容詞-一般,形容詞,連用形-一般,シカタナク,シカタナク,和,仕方ない,シカタナイ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,文士,文士,ブンシ,名詞-普通名詞-一般,,,ブンシ,ブンシ,漢,文士,ブンシ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,蛇,蛇,ヘビ,名詞-普通名詞-一般,,,ヘビ,ヘビ,和,蛇,ヘビ
現代語,I,じゃ,で,デ,助詞-格助詞,,,ジャ,ジャ,和,じゃ,ジャ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,目,目,メ,名詞-普通名詞-一般,,,メ,メ,和,目,メ
現代語,I,傘,傘,カサ,名詞-普通名詞-一般,,,カサ,カサ,和,傘,カサ
現代語,I,め,目,メ,接尾辞-名詞的-一般,,,メ,メ,和,め,メ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,さ,さ,サ,接尾辞-名詞的-一般,,,サ,サ,和,さ,サ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,いれ,入れる,イレル,動詞-一般,下一段-ラ行,連用形-一般,イレ,イレ,和,いれる,イレル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,もらい,貰う,モラウ,動詞-非自立可能,五段-ワア行,連用形-一般,モライ,モライ,和,もらう,モラウ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,かく,斯く,カク,副詞,,,カク,カク,和,かく,カク
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,油,油,アブラ,名詞-普通名詞-一般,,,アブラ,アブラ,和,油,アブラ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,しぼら,絞る,シボル,動詞-一般,五段-ラ行,未然形-一般,シボラ,シボラ,和,しぼる,シボル
現代語,I,れる,れる,レル,助動詞,助動詞-レル,連体形-一般,レル,レル,和,れる,レル
現代語,I,結果,結果,ケッカ,名詞-普通名詞-副詞可能,,,ケッカ,ケッカ,漢,結果,ケッカ
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,なっ,成る,ナル,動詞-非自立可能,五段-ラ行,連用形-促音便,ナッ,ナッ,和,なる,ナル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,B,　,　,,空白,,,,,記号,　,
現代語,I,全部,全部,ゼンブ,名詞-普通名詞-副詞可能,,,ゼンブ,ゼンブ,漢,全部,ゼンブ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,やめる,止める,ヤメル,動詞-一般,下一段-マ行,連体形-一般,ヤメル,ヤメル,和,やめる,ヤメル
現代語,I,つもり,積り,ツモリ,名詞-普通名詞-一般,,,ツモリ,ツモリ,和,つもり,ツモリ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,いる,居る,イル,動詞-非自立可能,上一段-ア行,連体形-一般,イル,イル,和,いる,イル
現代語,I,ん,の,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,しかし,然し,シカシ,接続詞,,,シカシ,シカシ,和,しかし,シカシ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,それ,其れ,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,まんざら,満更,マンザラ,副詞,,,マンザラ,マンザラ,和,まんざら,マンザラ
現代語,I,嘘,嘘,ウソ,名詞-普通名詞-一般,,,ウソ,ウソ,和,嘘,ウソ
現代語,I,うそ,嘘,ウソ,名詞-普通名詞-一般,,,ウソ,ウソ,和,うそ,ウソ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,無かっ,無い,ナイ,形容詞-非自立可能,形容詞,連用形-促音便,ナカッ,ナカッ,和,無い,ナイ
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,B,　,　,,空白,,,,,記号,　,
現代語,I,何,何,ナニ,代名詞,,,ナン,ナン,和,何,ナン
現代語,I,かしら,かしら,カシラ,助詞-副助詞,,,カシラ,カシラ,和,かしら,カシラ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,変っ,変わる,カワル,動詞-一般,五段-ラ行,連用形-促音便,カワッ,カワッ,和,変る,カワル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,来,来る,クル,動詞-非自立可能,カ行変格,連用形-一般,キ,キ,和,来る,クル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,い,居る,イル,動詞-非自立可能,上一段-ア行,連用形-一般,イ,イ,和,いる,イル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,終戦,終戦,シュウセン,名詞-普通名詞-一般,,,シューセン,シュウセン,漢,終戦,シュウセン
現代語,I,以来,以来,イライ,名詞-普通名詞-副詞可能,,,イライ,イライ,漢,以来,イライ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,三,三,サン,名詞-数詞,,,サン,サン,漢,三,サン
現代語,I,年,年,ネン,名詞-普通名詞-助数詞可能,,,ネン,ネン,漢,年,ネン
