辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形)
現代語,I,洋画,洋画,ヨウガ,名詞-普通名詞-一般,,,ヨーガ,ヨウガ,漢,洋画,ヨウガ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,大家,大家,オオヤ,名詞-普通名詞-一般,,,オーヤ,オオヤ,和,大家,オオヤ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,入江,イリエ,イリエ,名詞-固有名詞-人名-姓,,,イリエ,イリエ,固,入江,イリエ
現代語,I,新之助,シンノスケ,シンノスケ,名詞-固有名詞-人名-名,,,シンノスケ,シンノスケ,固,新之助,シンノスケ
現代語,I,氏,氏,シ,接尾辞-名詞的-一般,,,シ,シ,漢,氏,シ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,遺家族,遺家族,イカゾク,名詞-普通名詞-一般,,,イカゾク,イカゾク,漢,遺家族,イカゾク
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,皆,皆,ミナ,名詞-普通名詞-副詞可能,,,ミナ,ミナ,和,皆,ミナ
現代語,I,すこし,少し,スコシ,副詞,,,スコシ,スコシ,和,すこし,スコシ
現代語,I,変っ,変わる,カワル,動詞-一般,五段-ラ行,連用形-促音便,カワッ,カワッ,和,変る,カワル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,いる,居る,イル,動詞-非自立可能,上一段-ア行,連体形-一般,イル,イル,和,いる,イル
現代語,I,よう,様,ヨウ,形状詞-助動詞語幹,,,ヨー,ヨウ,漢,よう,ヨウ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,いや,否,イヤ,感動詞-一般,,,イヤ,イヤ,和,いや,イヤ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,変調,変調,ヘンチョウ,名詞-普通名詞-サ変可能,,,ヘンチョー,ヘンチョウ,漢,変調,ヘンチョウ
現代語,I,子,子,シ,接尾辞-名詞的-一般,,,シ,シ,漢,子,シ
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,いう,言う,イウ,動詞-一般,五段-ワア行,連体形-一般,ユー,イウ,和,いう,ユウ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,なく,無い,ナイ,形容詞-非自立可能,形容詞,連用形-一般,ナク,ナク,和,ない,ナイ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,案外,案外,アンガイ,副詞,,,アンガイ,アンガイ,漢,案外,アンガイ
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,よう,様,ヨウ,形状詞-助動詞語幹,,,ヨー,ヨウ,漢,よう,ヨウ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,暮し,暮らす,クラス,動詞-一般,五段-サ行,連用形-一般,クラシ,クラシ,和,暮す,クラス
現代語,I,かた,方,カタ,接尾辞-名詞的-一般,,,カタ,カタ,和,かた,カタ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,ほう,方,ホウ,名詞-普通名詞-一般,,,ホー,ホウ,漢,ほう,ホウ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,正しい,正しい,タダシイ,形容詞-一般,形容詞,連体形-一般,タダシー,タダシイ,和,正しい,タダシイ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,かえって,却って,カエッテ,副詞,,,カエッテ,カエッテ,和,かえって,カエッテ
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,ども,共,ドモ,接尾辞-名詞的-一般,,,ドモ,ドモ,和,ども,ドモ
現代語,I,一般,一般,イッパン,名詞-普通名詞-一般,,,イッパン,イッパン,漢,一般,イッパン
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,家庭,家庭,カテイ,名詞-普通名詞-一般,,,カテー,カテイ,漢,家庭,カテイ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,ほう,方,ホウ,名詞-普通名詞-一般,,,ホー,ホウ,漢,ほう,ホウ
現代語,I,こそ,こそ,コソ,助詞-係助詞,,,コソ,コソ,和,こそ,コソ
現代語,I,変調,変調,ヘンチョウ,名詞-普通名詞-サ変可能,,,ヘンチョー,ヘンチョウ,漢,変調,ヘンチョウ
現代語,I,子,子,シ,接尾辞-名詞的-一般,,,シ,シ,漢,子,シ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,なっ,成る,ナル,動詞-非自立可能,五段-ラ行,連用形-促音便,ナッ,ナッ,和,なる,ナル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,いる,居る,イル,動詞-非自立可能,上一段-ア行,連体形-一般,イル,イル,和,いる,イル
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,か,か,カ,助詞-副助詞,,,カ,カ,和,か,カ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,知れ,知れる,シレル,動詞-一般,下一段-ラ行,未然形-一般,シレ,シレ,和,知れる,シレル
現代語,I,ない,ない,ナイ,助動詞,助動詞-ナイ,終止形-一般,ナイ,ナイ,和,ない,ナイ
現代語,I,が,が,ガ,助詞-接続助詞,,,ガ,ガ,和,が,ガ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,とにかく,兎に角,トニカク,副詞,,,トニカク,トニカク,和,とにかく,トニカク
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,入江,入り江,イリエ,名詞-普通名詞-一般,,,イリエ,イリエ,和,入江,イリエ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,家,家,イエ,名詞-普通名詞-一般,,,イエ,イエ,和,家,イエ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,空気,空気,クウキ,名詞-普通名詞-一般,,,クーキ,クウキ,漢,空気,クウキ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,普通,普通,フツウ,名詞-普通名詞-形状詞可能,,,フツー,フツウ,漢,普通,フツウ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,家,家,イエ,名詞-普通名詞-一般,,,イエ,イエ,和,家,イエ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,それ,其れ,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,少し,少し,スコシ,副詞,,,スコシ,スコシ,和,少し,スコシ
現代語,I,違っ,違う,チガウ,動詞-一般,五段-ワア行,連用形-促音便,チガッ,チガッ,和,違う,チガウ
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,いる,居る,イル,動詞-非自立可能,上一段-ア行,連体形-一般,イル,イル,和,いる,イル
現代語,I,よう,様,ヨウ,形状詞-助動詞語幹,,,ヨー,ヨウ,漢,よう,ヨウ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,この,此の,コノ,連体詞,,,コノ,コノ,和,この,コノ
現代語,I,家庭,家庭,カテイ,名詞-普通名詞-一般,,,カテー,カテイ,漢,家庭,カテイ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,空気,空気,クウキ,名詞-普通名詞-一般,,,クーキ,クウキ,漢,空気,クウキ
現代語,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ
現代語,I,暗示,暗示,アンジ,名詞-普通名詞-サ変可能,,,アンジ,アンジ,漢,暗示,アンジ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,得,得る,エル,動詞-非自立可能,下一段-ア行,連用形-一般,エ,エ,和,得る,エル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,よほど,余程,ヨホド,副詞,,,ヨホド,ヨホド,和,よほど,ヨホド
現代語,I,前,前,マエ,名詞-普通名詞-副詞可能,,,マエ,マエ,和,前,マエ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,一,一,ヒト,名詞-数詞,,,ヒト,ヒト,和,一,ヒト
現代語,I,つ,つ,ツ,接尾辞-名詞的-助数詞,,,ツ,ツ,和,つ,ツ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,短篇,短編,タンペン,名詞-普通名詞-一般,,,タンペン,タンペン,漢,短篇,タンペン
現代語,I,小説,小説,ショウセツ,名詞-普通名詞-一般,,,ショーセツ,ショウセツ,漢,小説,ショウセツ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,創っ,作る,ツクル,動詞-一般,五段-ラ行,連用形-促音便,ツクッ,ツクッ,和,創る,ツクル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,み,見る,ミル,動詞-非自立可能,上一段-マ行,連用形-一般,ミ,ミ,和,みる,ミル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,事,事,コト,名詞-普通名詞-一般,,,コト,コト,和,事,コト
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,不,不,フ,接頭辞,,,フ,フ,漢,不,フ
現代語,I,流行,流行,リュウコウ,名詞-普通名詞-サ変可能,,,リューコー,リュウコウ,漢,流行,リュウコウ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,作家,作家,サッカ,名詞-普通名詞-一般,,,サッカ,サッカ,漢,作家,サッカ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,創っ,作る,ツクル,動詞-一般,五段-ラ行,連用形-促音便,ツクッ,ツクッ,和,創る,ツクル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,作品,作品,サクヒン,名詞-普通名詞-一般,,,サクヒン,サクヒン,漢,作品,サクヒン
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,すぐ,直ぐ,スグ,副詞,,,スグ,スグ,和,すぐ,スグ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,雑誌,雑誌,ザッシ,名詞-普通名詞-一般,,,ザッシ,ザッシ,漢,雑誌,ザッシ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,載せ,乗せる,ノセル,動詞-一般,下一段-サ行,連用形-一般,ノセ,ノセ,和,載せる,ノセル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,もらう,貰う,モラウ,動詞-非自立可能,五段-ワア行,連体形-一般,モラウ,モラウ,和,もらう,モラウ
現代語,I,事,事,コト,名詞-普通名詞-一般,,,コト,コト,和,事,コト
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,出来,出来る,デキル,動詞-非自立可能,上一段-カ行,未然形-一般,デキ,デキ,和,出来る,デキル
現代語,I,ず,ず,ズ,助動詞,助動詞-ヌ,連用形-一般,ズ,ズ,和,ぬ,ヌ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,短篇,短編,タンペン,名詞-普通名詞-一般,,,タンペン,タンペン,漢,短篇,タンペン
現代語,I,小説,小説,ショウセツ,名詞-普通名詞-一般,,,ショーセツ,ショウセツ,漢,小説,ショウセツ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,永い,長い,ナガイ,形容詞-一般,形容詞,連体形-一般,ナガイ,ナガイ,和,永い,ナガイ
現代語,I,間,間,アイダ,名詞-普通名詞-副詞可能,,,アイダ,アイダ,和,間,アイダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,机,机,ツクエ,名詞-普通名詞-一般,,,ツクエ,ツクエ,和,机,ツクエ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,引き出し,引き出し,ヒキダシ,名詞-普通名詞-一般,,,ヒキダシ,ヒキダシ,和,引き出し,ヒキダシ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,底,底,ソコ,名詞-普通名詞-一般,,,ソコ,ソコ,和,底,ソコ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,しまわ,仕舞う,シマウ,動詞-非自立可能,五段-ワア行,未然形-一般,シマワ,シマワ,和,しまう,シマウ
現代語,I,れ,れる,レル,助動詞,助動詞-レル,連用形-一般,レ,レ,和,れる,レル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,まま,侭,ママ,名詞-普通名詞-副詞可能,,,ママ,ママ,和,まま,ママ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,あっ,有る,アル,動詞-非自立可能,五段-ラ行,連用形-促音便,アッ,アッ,和,ある,アル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,他,他,ホカ,名詞-普通名詞-副詞可能,,,ホカ,ホカ,和,他,ホカ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,三,三,ミ,名詞-数詞,,,ミッ,ミッ,和,三,ミ
現代語,I,つ,つ,ツ,接尾辞-名詞的-助数詞,,,ツ,ツ,和,つ,ツ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,四,四,ヨン,名詞-数詞,,,ヨッ,ヨッ,和,四,ヨ
現代語,I,つ,つ,ツ,接尾辞-名詞的-助数詞,,,ツ,ツ,和,つ,ツ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,そう,そう,ソウ,副詞,,,ソー,ソウ,和,そう,ソウ
現代語,I,いう,言う,イウ,動詞-一般,五段-ワア行,連体形-一般,ユー,イウ,和,いう,ユウ
現代語,I,未,未,ミ,接頭辞,,,ミ,ミ,漢,未,ミ
現代語,I,発表,発表,ハッピョウ,名詞-普通名詞-サ変可能,,,ハッピョー,ハッピョウ,漢,発表,ハッピョウ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,まま,侭,ママ,名詞-普通名詞-副詞可能,,,ママ,ママ,和,まま,ママ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,謂,謂,イイ,名詞-普通名詞-一般,,,イー,イイ,和,謂,イイ
現代語,I,いわば,言わば,イワバ,副詞,,,イワバ,イワバ,和,いわば,イワバ
現代語,I,筐,箱,ハコ,名詞-普通名詞-一般,,,バコ,バコ,和,筐,ハコ
現代語,I,底,底,ソコ,名詞-普通名詞-一般,,,ソコ,ソコ,和,底,ソコ
現代語,I,きょう,今日,キョウ,名詞-普通名詞-副詞可能,,,キョー,キョウ,和,きょう,キョウ
現代語,I,てい,てい,テイ,感動詞-一般,,,テー,テイ,和,てい,テイ
現代語,I,深く,深い,フカイ,形容詞-一般,形容詞,連用形-一般,フカク,フカク,和,深い,フカイ
現代語,I,秘め,秘める,ヒメル,動詞-一般,下一段-マ行,連用形-一般,ヒメ,ヒメ,和,秘める,ヒメル
現代語,I,たる,たり-断定,タリ,助動詞,文語助動詞-タリ-断定,連体形-一般,タル,タル,和,たり,タリ
現代語,I,作品,作品,サクヒン,名詞-普通名詞-一般,,,サクヒン,サクヒン,漢,作品,サクヒン
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,あっ,有る,アル,動詞-非自立可能,五段-ラ行,連用形-促音便,アッ,アッ,和,ある,アル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,おととし,一昨年,オトトシ,名詞-普通名詞-副詞可能,,,オトトシ,オトトシ,和,おととし,オトトシ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,早春,早春,ソウシュン,名詞-普通名詞-一般,,,ソーシュン,ソウシュン,漢,早春,ソウシュン
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,それ,其れ,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ
現代語,I,ら,等,ラ,接尾辞-名詞的-一般,,,ラ,ラ,和,ら,ラ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,一,一,ヒト,名詞-数詞,,,ヒト,ヒト,和,一,ヒト
現代語,I,纏,纏,マトイ,名詞-普通名詞-一般,,,マトイ,マトイ,和,纏,マトイ
現代語,I,ひとまとめ,一纏め,ヒトマトメ,名詞-普通名詞-一般,,,ヒトマトメ,ヒトマトメ,和,ひとまとめ,ヒトマトメ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,いきなり,行成,イキナリ,副詞,,,イキナリ,イキナリ,和,いきなり,イキナリ
現代語,I,単行,単行,タンコウ,名詞-普通名詞-サ変可能,,,タンコー,タンコウ,漢,単行,タンコウ
現代語,I,本,本,ホン,名詞-普通名詞-一般,,,ボン,ボン,漢,本,ホン
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,出版,出版,シュッパン,名詞-普通名詞-サ変可能,,,シュッパン,シュッパン,漢,出版,シュッパン
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,まずしい,貧しい,マズシイ,形容詞-一般,形容詞,連体形-一般,マズシー,マズシイ,和,まずしい,マズシイ
現代語,I,創作,創作,ソウサク,名詞-普通名詞-サ変可能,,,ソーサク,ソウサク,漢,創作,ソウサク
現代語,I,集,集,シュウ,接尾辞-名詞的-一般,,,シュー,シュウ,漢,集,シュウ
現代語,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,あっ,有る,アル,動詞-非自立可能,五段-ラ行,連用形-促音便,アッ,アッ,和,ある,アル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,が,が,ガ,助詞-接続助詞,,,ガ,ガ,和,が,ガ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,いま,今,イマ,名詞-普通名詞-副詞可能,,,イマ,イマ,和,いま,イマ
現代語,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,多少,多少,タショウ,名詞-普通名詞-副詞可能,,,タショー,タショウ,漢,多少,タショウ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,愛着,愛着,アイチャク,名詞-普通名詞-サ変可能,,,アイチャク,アイチャク,漢,愛着,アイチャク
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,連体形-一般,アル,アル,和,ある,アル
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,終止形-一般,アル,アル,和,ある,アル
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,なぜ,何故,ナゼ,副詞,,,ナゼ,ナゼ,和,なぜ,ナゼ
現代語,I,なら,だ,ダ,助動詞,助動詞-ダ,仮定形-一般,ナラ,ナラ,和,だ,ダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,創作,創作,ソウサク,名詞-普通名詞-サ変可能,,,ソーサク,ソウサク,漢,創作,ソウサク
現代語,I,集,集,シュウ,接尾辞-名詞的-一般,,,シュー,シュウ,漢,集,シュウ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,中,中,ナカ,名詞-普通名詞-副詞可能,,,ナカ,ナカ,和,中,ナカ
